Nama orang,Pangkat,talent_cluster,indeks_kesehatan,nilai_Kompetensi,nilai_Behavior,absen_tertekan,absen_nyaman,absen_semangat,engagement_ucapan,engagement_tinggal,engagement_berjuang,performansi_individu
8663,V,POTENTIAL,0,0.7,3.74,0,4,50,7,7,7,#N/A
8664,IV,POTENTIAL,0,0.92,3.22,48,16,2,5,4,4.67,#N/A
8665,IV,POTENTIAL,0,0.87,4.43,33,9,3,3.67,4,6,#N/A
8666,V,POTENTIAL,0,1.41,4.18,1,31,0,5,5,5.33,#N/A
8667,VI,POTENTIAL,0,0.83,3.28,0,0,27,5.33,5,5,#N/A
8668,IV,POTENTIAL,0,0.81,4.44,1,18,43,5.67,4.33,5,#N/A
8669,V,POTENTIAL,0,0.59,3.46,0,1,59,6,6,6.33,#N/A
8670,V,POTENTIAL,0,0.51,3.11,2,15,40,5.33,6,6,#N/A
8671,IV,POTENTIAL,0,0.85,3.64,1,9,160,5.33,5.33,7,94.32
8672,V,POTENTIAL,0,0.11,2.62,2,47,0,4.67,5,5,#N/A
8673,VI,POTENTIAL,0,0.88,3.73,0,1,51,5.67,6.33,6.67,#N/A
8674,VI,POTENTIAL,0,0.23,3.44,0,0,102,6,6,6,#N/A
8675,V,POTENTIAL,0,0.87,3.33,#N/A,#N/A,#N/A,5,4,5.33,#N/A
8676,,POTENTIAL,0,1.18,3.72,#N/A,#N/A,#N/A,5,5,5,#N/A
8677,VI,POTENTIAL,0,1.5,4.19,0,22,49,6,5,6,#N/A
8678,III,VERY HIGH POTENTIAL,0,1.2,3.8,0,0,31,5.33,4.67,5.67,105.14
8679,V,POTENTIAL,0,1.39,4.08,#N/A,#N/A,#N/A,5,3,4.67,#N/A
8680,IV,POTENTIAL,0,0.76,3.77,#N/A,#N/A,#N/A,5.33,3.67,6,#N/A
8681,VI,POTENTIAL,0,1.74,4.48,#N/A,#N/A,#N/A,7,4.33,6.67,#N/A
8682,V,POTENTIAL,0,1.1,3.89,#N/A,#N/A,#N/A,5.67,5.67,6,#N/A
8683,III,POTENTIAL,0,0.96,3.55,#N/A,#N/A,#N/A,4.67,3,5,#N/A
8684,IV,POTENTIAL,0,0.63,3.57,#N/A,#N/A,#N/A,5,5,5,#N/A
8685,VI,POTENTIAL,0,1.62,3.41,8,71,8,6.67,6.67,7,#N/A
8686,VI,POTENTIAL,0,1.62,4.13,0,151,52,6,5.67,6.33,#N/A
8687,VI,POTENTIAL,0,0.99,3.64,0,1,201,5,5,5,#N/A
8688,VII,POTENTIAL,0,0.82,3.39,#N/A,#N/A,#N/A,7,7,7,#N/A
8689,IV,POTENTIAL,0,1.74,4.47,#N/A,#N/A,#N/A,5.67,4.33,7,#N/A
8690,III,POTENTIAL,0,1.16,4.03,0,0,3,6,6,7,#N/A
8691,V,POTENTIAL,0,0.31,2.94,0,4,57,6,5.67,6,#N/A
8692,IV,POTENTIAL,0,0.71,3.36,4,5,13,5,3.67,5,#N/A
8693,V,POTENTIAL,0,0.84,3.23,11,30,14,5,4,5,#N/A
8694,VI,POTENTIAL,0,0.13,3.17,0,0,63,5,5,5.67,#N/A
8695,V,POTENTIAL,0,0.9,4.13,1,6,23,6,4.67,6,#N/A
8696,VI,POTENTIAL,0,0.89,3.44,0,6,53,7,4.33,7,#N/A
8697,IV,POTENTIAL,0,0.72,3.3,0,0,1,6,5.33,6.33,#N/A
8698,III,POTENTIAL,0,1.2,3.54,0,0,1,5,4,5.33,#N/A
8699,IV,POTENTIAL,0,1.3,3.5,0,0,2,4.67,4,5,#N/A
8700,IV,POTENTIAL,0,0.97,3.84,#N/A,#N/A,#N/A,6,6,6,#N/A
8701,V,POTENTIAL,0,0.46,4.13,#N/A,#N/A,#N/A,5,5.33,6.33,#N/A
8702,IV,POTENTIAL,0,0.97,4.04,#N/A,#N/A,#N/A,6.33,7,7,#N/A
8703,IV,POTENTIAL,0,0.95,3.71,#N/A,#N/A,#N/A,6.67,6,7,#N/A
8704,IV,POTENTIAL,0,0.83,4.07,#N/A,#N/A,#N/A,5,5.67,6,#N/A
8705,V,POTENTIAL,0,1.24,4,#N/A,#N/A,#N/A,4.67,4,6,#N/A
8706,IV,POTENTIAL,0,2,3.96,#N/A,#N/A,#N/A,5.33,5.33,6,#N/A
8707,IV,POTENTIAL,0,1.81,4.04,0,0,56,5.33,4.67,5.67,#N/A
8708,VI,POTENTIAL,0,0.51,3.16,0,1,47,6.33,7,6.67,#N/A
8709,,POTENTIAL,0,1.31,4.36,#N/A,#N/A,#N/A,6,5,6,#N/A
8710,IV,POTENTIAL,0,1.07,3.84,0,0,1,7,7,7,#N/A
8711,V,POTENTIAL,0,0.78,3.18,0,0,2,6.67,7,6.67,#N/A
8712,IV,POTENTIAL,0,1.65,3.61,#N/A,#N/A,#N/A,6.67,6.67,6.67,#N/A
8713,III,POTENTIAL,0,0.38,3.92,#N/A,#N/A,#N/A,5.67,5,6.33,#N/A
8714,V,POTENTIAL,0,1.59,3.68,#N/A,#N/A,#N/A,6.67,7,7,#N/A
8715,IV,POTENTIAL,0,1.57,3.21,#N/A,#N/A,#N/A,6.33,7,6,#N/A
8716,IV,POTENTIAL,0,0.11,3.22,#N/A,#N/A,#N/A,5.67,6,6,#N/A
8717,V,POTENTIAL,0,0.94,3.43,#N/A,#N/A,#N/A,5,5,5,#N/A
8718,VI,POTENTIAL,0,0.76,2.61,1,6,10,4,4,4.67,#N/A
8719,VII,POTENTIAL,0,1.78,3.67,0,35,126,5.33,5,6,#N/A
8720,VI,POTENTIAL,0,1.66,3.7,0,1,149,5.33,6,6,#N/A
8721,VII,POTENTIAL,0,1.7,4.07,0,1,19,4,5.67,5,#N/A
8722,VII,POTENTIAL,0,1.04,3.28,0,2,53,5,5.67,5.67,#N/A
8723,VII,POTENTIAL,0,0.82,3.09,0,0,3,5,5,6,#N/A
8724,VII,POTENTIAL,0,1.12,3.49,0,0,70,7,7,7,#N/A
8725,IV,POTENTIAL,B2,1.01,3.67,0,10,18,6.33,5.67,7,101.56
8726,IV,POTENTIAL,C,1.35,4,0,15,168,5,5,5,99.52
8727,IV,POTENTIAL,B2,0.85,3.93,0,194,4,6.67,6,7,98.15
8728,IV,POTENTIAL,B1,1.44,4.14,5,27,80,6,6,6.33,103.31
8729,IV,POTENTIAL,B1,1.19,4,4,5,159,6,6.33,7,100.9
8730,IV,POTENTIAL,B1,1.27,3.83,0,115,92,6,5.33,6,96.18
8731,IV,HIGH POTENTIAL,A,1.27,4.31,4,2,197,6,6,6,103.06
8732,IV,POTENTIAL,B1,1.21,4.27,3,40,171,6,6,6,102.58
8733,IV,POTENTIAL,B1,0.9,3.88,0,213,2,6,6,6,103.06
8734,IV,POTENTIAL,A,1.4,4.69,0,179,20,5.33,6,6,103.01
8735,IV,POTENTIAL,B1,1.35,4.15,0,2,205,6,6,6,98.38
8736,IV,HIGH POTENTIAL,0,1.26,3.94,113,5,22,4.67,5.67,5,105.29
8737,IV,POTENTIAL,A,1.26,4.08,0,1,2,7,7,7,101.04
8738,IV,POTENTIAL,B1,1.11,4.06,0,1,183,6,7,7,96.88
8739,IV,POTENTIAL,B2,1.27,4.08,3,77,130,6,6,6,96.69
8740,IV,POTENTIAL,B1,1.42,3.37,0,200,9,7,7,7,101.38
8741,IV,VERY HIGH POTENTIAL,B1,1.33,4.13,0,155,29,6,6.33,6.67,98.16
8742,IV,POTENTIAL,0,1.19,3.79,0,1,180,5.33,4,6.33,96.18
8743,VI,POTENTIAL,B2,1.37,3.06,0,1,142,6,7,6.67,103.98
8744,IV,POTENTIAL,A,0.79,3.68,0,3,188,5,5.33,5,100.1
8745,IV,POTENTIAL,0,1.29,4.25,0,0,199,6,6,6,100.47
8746,V,POTENTIAL,B2,1.03,3.88,0,2,5,5,5,5,99.63
8747,IV,POTENTIAL,B2,1.2,3.78,0,3,17,6,7,7,101.04
8748,IV,POTENTIAL,B1,1.43,4.27,1,0,78,6,6,6,100.32
8749,IV,POTENTIAL,B1,1.29,4.13,0,6,185,6,6,6,103.12
8750,IV,POTENTIAL,B2,1.34,4.24,0,227,1,5,5,5,99.27
8751,IV,POTENTIAL,B1,1.47,3.96,0,0,151,6.33,6,5.67,103.1
8752,IV,POTENTIAL,B1,1.36,4.3,0,49,13,5.67,7,6.67,104.41
8753,IV,VERY HIGH POTENTIAL,B2,1.48,4.3,0,0,1,6.67,7,7,104.35
8754,IV,POTENTIAL,B2,1.08,3.96,0,1,4,6,7,6,99.45
8755,IV,POTENTIAL,B1,1.06,3.43,0,3,197,6.67,5.67,6,103.1
8756,IV,POTENTIAL,0,1.34,4.27,#N/A,#N/A,#N/A,4.67,3,5,#N/A
8757,IV,POTENTIAL,B1,1.05,4.09,0,2,178,7,7,7,103.6
8758,IV,POTENTIAL,0,1.16,3.86,0,17,63,5.67,5,5.33,103.06
8759,V,POTENTIAL,B2,1.07,3.97,0,0,179,6.33,5,7,96.35
8760,III,HIGH POTENTIAL,B2,1.21,4.3,2,172,0,6,5,6.33,99.73
8761,IV,POTENTIAL,B1,1.27,4.36,0,152,7,6.33,3,6,96.43
8762,IV,POTENTIAL,0,0.88,3.68,1,7,112,5.33,6,6,99.79
8763,III,POTENTIAL,0,0.92,3.71,0,2,69,6,4,5.67,103.4
8764,III,POTENTIAL,0,1.15,4.35,2,5,2,4.67,4.67,5,99
8765,III,POTENTIAL,0,1.09,3.26,0,45,99,7,6.33,6.67,103.11
8766,IV,POTENTIAL,0,1.47,4.69,0,5,4,6,6.33,6.67,103.11
8767,IV,VERY HIGH POTENTIAL,0,1.41,4.54,0,182,1,5.33,4,5,105.77
8768,IV,VERY HIGH POTENTIAL,0,1.82,4.55,0,5,0,5,4,5.67,103.36
8769,IV,VERY HIGH POTENTIAL,B1,1.25,4.33,0,1,168,6.33,5.33,6.33,103.66
8770,III,POTENTIAL,0,1.25,4.59,0,1,1,6.33,6,6,96.03
8771,III,HIGH POTENTIAL,B3,1,3.97,2,116,4,4.67,5,6,98.99
8772,III,POTENTIAL,B2,1.33,4.25,0,7,214,6,6,6.33,97.69
8773,III,POTENTIAL,0,1.3,4.12,0,21,107,5,5,5,96.18
8774,IV,VERY HIGH POTENTIAL,0,1.22,3.96,0,0,65,5.33,5,5.33,99.73
8775,III,HIGH POTENTIAL,B3,1.15,4.07,0,109,1,5.33,4,6.33,95.5
8776,III,POTENTIAL,B1,1.3,4.24,1,2,57,6.67,5,7,103.3
8777,IV,POTENTIAL,B1,1.51,4.33,0,5,3,5.33,5.33,5,96.76
8778,IV,VERY HIGH POTENTIAL,0,1.4,4.29,1,3,219,5,4,5.33,103.15
8779,IV,VERY HIGH POTENTIAL,0,1.22,4.47,0,115,5,5,5,5.67,103.88
8780,V,POTENTIAL,0,1.37,4.15,0,1,3,5.33,3,5.67,101.41
8781,IV,HIGH POTENTIAL,C,1.3,4.14,0,191,0,5.33,4.67,6,96.26
8782,III,HIGH POTENTIAL,0,0.89,3.56,0,11,0,6.67,7,6.33,104.67
8783,IV,HIGH POTENTIAL,0,0.96,3.28,0,129,0,4.33,4,5,101.9
8784,IV,POTENTIAL,0,1.38,3.99,0,150,30,5.33,6,6,99.73
8785,III,VERY HIGH POTENTIAL,0,1.35,4.56,0,10,0,4.67,4,5.33,102.21
8786,III,HIGH POTENTIAL,0,1.18,4.35,0,1,196,5.67,5,6,101.08
8787,IV,HIGH POTENTIAL,0,1.39,4.57,0,0,97,7,6.67,7,105.41
8788,IV,POTENTIAL,B3,1.26,3.61,0,0,208,5,5,5,103.25
8789,V,POTENTIAL,0,1.26,4.17,1,103,1,5.33,4.33,6,102.4
8790,IV,VERY HIGH POTENTIAL,0,1.4,4.16,4,0,177,7,6.67,7,99.73
8791,IV,POTENTIAL,0,0.97,4.12,0,0,176,6,4.33,7,105.58
8792,IV,POTENTIAL,B1,1.51,3.81,0,30,153,6.67,5.33,7,101.47
8793,IV,POTENTIAL,0,1.33,4.08,0,90,0,5,4.67,5,96
8794,IV,HIGH POTENTIAL,A,1.41,4.25,0,133,34,7,6,7,97.07
8795,IV,POTENTIAL,B1,1.06,4.1,0,1,2,4.67,4,5,102.25
8796,IV,VERY HIGH POTENTIAL,B1,1.4,4.74,2,7,11,6,5.67,6,101.51
8797,IV,HIGH POTENTIAL,B1,1.5,4.3,0,182,4,5.67,5,6,99.93
8798,IV,POTENTIAL,0,0.92,3.87,0,14,186,6.33,6.67,6.33,98.05
8799,IV,HIGH POTENTIAL,B1,1.35,4.48,0,0,191,4.67,3,5,103.16
8800,IV,HIGH POTENTIAL,0,1.31,3.96,0,4,4,5.33,5.33,5.67,102.4
8801,III,POTENTIAL,0,1.22,3.77,1,45,0,5,4.33,5,96.04
8802,III,POTENTIAL,0,0.92,4.23,0,17,189,5,5,5.67,101.9
8803,IV,POTENTIAL,B1,1.39,4.02,0,5,197,6,6,6.33,104.58
8804,IV,POTENTIAL,0,1.4,4.38,22,18,142,5,5,5,99.73
8805,III,POTENTIAL,B3,1.07,4.15,0,64,0,5,4,5.67,97.69
8806,IV,VERY HIGH POTENTIAL,B1,1.28,4.34,0,2,142,6,6,6,96.21
8807,IV,POTENTIAL,0,1.07,3.4,0,10,144,6,4.67,5,103.45
8808,III,VERY HIGH POTENTIAL,0,1.11,4.01,0,1,146,7,6,7,105.42
8809,III,POTENTIAL,0,1.4,4.4,0,0,12,6.33,5,5.67,104.05
8810,IV,POTENTIAL,0,1.31,4.27,0,4,200,5.67,5,6,99.73
8811,III,POTENTIAL,0,1.26,4.41,#N/A,#N/A,#N/A,4.67,4,4.33,#N/A
8812,IV,POTENTIAL,B1,1.39,4.31,0,2,211,6,6,6,103
8813,IV,POTENTIAL,0,1.46,4.03,0,1,143,5.33,5,5,102.4
8814,IV,HIGH POTENTIAL,B1,1.1,3.93,0,4,117,6,6,6,103.07
8815,IV,POTENTIAL,B2,1.41,4.19,0,2,6,6.67,5.67,6,96.76
8816,III,POTENTIAL,0,1.02,3.76,0,38,0,4.33,4,5,99.65
8817,III,VERY HIGH POTENTIAL,0,1.36,4.3,44,92,1,5,3.67,6,105.33
8818,IV,POTENTIAL,B1,1.46,4.19,0,18,202,6,6.33,5.33,103.29
8819,IV,VERY HIGH POTENTIAL,0,1.28,4.49,1,0,69,5,5,5,103.1
8820,III,HIGH POTENTIAL,0,1.35,4.3,0,0,118,5,4.67,5,106.14
8821,IV,VERY HIGH POTENTIAL,0,0.89,3.83,7,124,9,6.33,6,7,105.36
8822,IV,HIGH POTENTIAL,0,1.29,4.47,0,194,1,5.33,5.67,7,90.11
8823,IV,POTENTIAL,A,0.84,3.21,0,182,53,6.33,7,6.67,98.06
8824,IV,HIGH POTENTIAL,0,1.02,3.67,0,0,10,4.67,4.33,5.67,98.75
8825,IV,HIGH POTENTIAL,B2,1.27,3.39,0,2,29,5.33,5,5,103.01
8826,IV,HIGH POTENTIAL,0,1.15,4.06,0,2,187,7,7,7,90.38
8827,IV,POTENTIAL,0,1.07,4.14,0,24,0,5,4,5.33,104.28
8828,V,VERY HIGH POTENTIAL,B1,0.56,3.5,0,3,171,5.67,4,6,#N/A
8829,IV,POTENTIAL,0,0.88,3.76,#N/A,#N/A,#N/A,6,5,6.33,97.76
8830,IV,POTENTIAL,0,1.15,4.13,2,26,0,5,4,4.67,90.2
8831,IV,POTENTIAL,0,1.26,3.95,0,66,1,4.67,4,4.67,102.35
8832,VII,POTENTIAL,0,0.6,2.73,0,1,10,5.67,6,6,#N/A
8833,IV,POTENTIAL,0,1.58,4.03,#N/A,#N/A,#N/A,6,7,6.33,#N/A
8834,V,POTENTIAL,0,1.69,4.27,#N/A,#N/A,#N/A,5.33,4.33,6,#N/A
8835,V,POTENTIAL,0,1.24,3.34,#N/A,#N/A,#N/A,3.67,4,5,#N/A
8836,IV,POTENTIAL,0,1.83,4.42,#N/A,#N/A,#N/A,4.33,4,6,#N/A
8837,V,POTENTIAL,0,0.47,2.86,#N/A,#N/A,#N/A,6,4.67,6,#N/A
8838,III,POTENTIAL,0,0.88,4.02,#N/A,#N/A,#N/A,5.67,4,5,#N/A
8839,V,POTENTIAL,0,1.01,3.47,0,1,0,5,5,5,#N/A
8840,V,POTENTIAL,0,0.26,3.42,#N/A,#N/A,#N/A,4.67,4,5,#N/A
8841,III,POTENTIAL,0,1.51,4.37,#N/A,#N/A,#N/A,6,5,6.33,#N/A
8842,IV,POTENTIAL,0,1.84,4.68,#N/A,#N/A,#N/A,4.67,2.67,5.33,#N/A
8843,VI,POTENTIAL,0,0.73,3.01,#N/A,#N/A,#N/A,5,5,5,#N/A
8844,IV,POTENTIAL,0,0.45,3.27,#N/A,#N/A,#N/A,5.67,3.67,6,#N/A
8845,VI,POTENTIAL,0,0.57,2.37,0,0,2,5.33,4,5,#N/A
8846,IV,POTENTIAL,0,1.07,3.39,0,0,5,6,4.67,6,#N/A
8847,IV,POTENTIAL,0,0.92,3.35,0,0,15,6.33,4.33,6,#N/A
8848,V,POTENTIAL,0,0.58,3.11,0,7,31,5,5,5,#N/A
8849,IV,POTENTIAL,0,1.94,4.41,#N/A,#N/A,#N/A,7,4.67,6.67,#N/A
8850,V,POTENTIAL,0,0.5,2.88,#N/A,#N/A,#N/A,5,5,5.33,#N/A
8851,V,POTENTIAL,0,1.61,4.01,0,2,1,6,6,6.67,#N/A
8852,III,POTENTIAL,0,1.23,4.05,#N/A,#N/A,#N/A,5.33,5.33,5,#N/A
8853,IV,POTENTIAL,0,1.51,3.64,#N/A,#N/A,#N/A,5,4,5,#N/A
8854,VI,POTENTIAL,0,0.69,3.26,1,71,63,5.33,6,5,#N/A
8855,IV,POTENTIAL,0,0.96,3.67,#N/A,#N/A,#N/A,4,4,4.33,#N/A
8856,V,POTENTIAL,0,1.44,3.49,0,0,123,6,6,6,#N/A
8857,VI,POTENTIAL,0,1.47,3.96,0,73,98,6,5,5,#N/A
8858,VI,POTENTIAL,0,0.72,2.59,0,0,203,6,5.33,6,#N/A
8859,VI,POTENTIAL,0,1.59,3.72,0,174,18,4.33,6,5.33,#N/A
8860,V,POTENTIAL,0,1.13,4.04,0,62,4,5,4.67,5,#N/A
8861,IV,POTENTIAL,0,1.76,3.76,#N/A,#N/A,#N/A,5,5,5,#N/A
8862,IV,POTENTIAL,0,1.6,4.43,#N/A,#N/A,#N/A,7,5,7,#N/A
8863,IV,POTENTIAL,0,1.33,4.13,#N/A,#N/A,#N/A,5.67,4,7,#N/A
8864,VI,POTENTIAL,0,0.42,3.07,197,1,1,5,1.33,5,#N/A
8865,VI,POTENTIAL,0,0.69,2.81,3,127,49,6,6,7,#N/A
8866,VI,POTENTIAL,0,1.08,3.62,0,11,145,6.67,7,7,#N/A
8867,VI,POTENTIAL,0,1.44,3.66,0,0,187,6,6.67,7,#N/A
8868,VI,POTENTIAL,0,0.77,2.93,0,0,98,6.67,6,7,#N/A
8869,VI,POTENTIAL,0,0.32,2.66,0,0,201,7,2.33,6,#N/A
8870,VI,POTENTIAL,0,1,3.22,0,148,44,5,5,5,#N/A
8871,VI,POTENTIAL,0,1.19,3.87,0,10,173,5.67,5.67,6,#N/A
8872,VI,POTENTIAL,0,0.53,3.61,0,0,156,5,4.33,5,#N/A
8873,VI,POTENTIAL,0,1.39,3.85,0,173,58,5,7,6,#N/A
8874,V,POTENTIAL,0,0.97,2.74,0,11,24,5.33,5.33,5.67,#N/A
8875,VI,POTENTIAL,0,1.39,3.96,0,0,18,6,6,6,#N/A
8876,VII,POTENTIAL,0,0.76,3.17,#N/A,#N/A,#N/A,5,4.67,5.33,#N/A
8877,,POTENTIAL,0,1.54,3.91,#N/A,#N/A,#N/A,6,5.67,6.33,#N/A
8878,,POTENTIAL,0,1.14,3.71,#N/A,#N/A,#N/A,6,5,6,#N/A
8879,,POTENTIAL,0,0.79,3.36,#N/A,#N/A,#N/A,6.33,6.33,6,#N/A
8880,,POTENTIAL,0,1.19,3.69,0,1,0,7,7,7,#N/A
8881,,POTENTIAL,0,1.37,4.57,#N/A,#N/A,#N/A,6.67,5,5.67,#N/A
8882,IV,POTENTIAL,0,1.22,3.58,#N/A,#N/A,#N/A,5,5,5,#N/A
8883,V,POTENTIAL,0,0.79,3.2,#N/A,#N/A,#N/A,5,4,5,#N/A
8884,V,POTENTIAL,0,1.01,3.12,#N/A,#N/A,#N/A,5.33,5.33,6,#N/A
8885,VI,POTENTIAL,0,1.65,3.3,#N/A,#N/A,#N/A,5.33,6,6,#N/A
8886,V,POTENTIAL,0,1.02,3.48,#N/A,#N/A,#N/A,5.33,5,5,#N/A
8887,V,POTENTIAL,0,0.3,3.21,#N/A,#N/A,#N/A,5,4.33,5,#N/A
8888,V,POTENTIAL,0,0.57,2.73,#N/A,#N/A,#N/A,7,7,7,#N/A
8889,V,POTENTIAL,0,0.75,2.68,0,2,3,4.33,4,5.33,#N/A
8890,IV,POTENTIAL,0,1.56,4.37,#N/A,#N/A,#N/A,4.67,4.67,5,#N/A
8891,V,POTENTIAL,0,1.13,3.63,2,42,11,5,4,5,#N/A
8892,V,POTENTIAL,0,1.74,3.52,1,17,41,5.67,4,7,#N/A
8893,V,POTENTIAL,0,0.52,3.01,0,64,1,5,5,5,#N/A
8894,V,POTENTIAL,0,0.86,3.85,0,51,1,6,5,6,#N/A
8895,V,POTENTIAL,0,1.4,4.18,0,2,23,7,7,7,#N/A
8896,V,POTENTIAL,0,0.89,3.29,4,9,26,4.67,4,6.67,#N/A
8897,V,POTENTIAL,0,1.3,4.35,0,1,57,5.33,6,6,#N/A
8898,V,POTENTIAL,0,1.11,3.24,1,58,1,5.33,4.33,5.67,#N/A
8899,V,POTENTIAL,0,0.51,3.19,1,33,0,4,4,4,#N/A
8900,V,POTENTIAL,0,0.61,3.03,1,5,34,5.33,5,6.67,#N/A
8901,V,POTENTIAL,0,0.87,3.44,44,1,3,5.33,4,7,#N/A
8902,V,POTENTIAL,0,1.46,3.81,3,27,0,5.33,4.33,6,#N/A
8903,VI,POTENTIAL,0,0.93,3.62,0,0,60,5,6,6,#N/A
8904,V,POTENTIAL,0,1.04,3.3,4,21,27,4.67,5,5,#N/A
8905,IV,POTENTIAL,0,1.02,3.19,0,3,3,6,5,6,103
8906,VI,POTENTIAL,0,1.03,3.29,0,7,42,6,6,6.33,#N/A
8907,V,POTENTIAL,0,1.04,4.13,0,56,2,5.33,5,5.67,#N/A
8908,VI,POTENTIAL,0,0.75,3.56,1,9,33,5,5,5,#N/A
8909,IV,POTENTIAL,0,0.74,3.34,0,0,57,6.67,6,7,#N/A
8910,V,POTENTIAL,0,0.52,3.07,0,0,46,7,7,7,#N/A
8911,V,POTENTIAL,0,0.79,3.2,47,0,0,4.67,4.67,5,#N/A
8912,V,POTENTIAL,0,0.34,3,0,10,31,5,5,5,#N/A
8913,V,POTENTIAL,0,1.61,4.41,0,1,71,5.67,4.33,6,#N/A
8914,V,POTENTIAL,0,0.68,3.32,1,0,61,5,5,5.33,#N/A
8915,VI,POTENTIAL,0,0.45,2.99,0,9,57,7,5.67,7,#N/A
8916,VI,POTENTIAL,0,0.53,3.67,1,24,0,6,6,6,#N/A
8917,V,POTENTIAL,0,1.23,4.19,1,4,26,6,6.67,6,#N/A
8918,VI,POTENTIAL,0,0.31,2.99,7,2,24,5,5,5,#N/A
8919,IV,POTENTIAL,0,0.43,2.54,0,2,38,5,5,5,#N/A
8920,V,POTENTIAL,0,0.71,2.47,13,22,25,5.33,6,5,#N/A
8921,IV,POTENTIAL,0,0.76,3.35,3,4,43,7,5.67,5.33,#N/A
8922,VI,POTENTIAL,0,1.64,4.34,2,187,1,5,7,5.67,#N/A
8923,,POTENTIAL,0,1.2,3.86,#N/A,#N/A,#N/A,6.67,6.67,7,#N/A
8924,,POTENTIAL,0,0.96,3.52,#N/A,#N/A,#N/A,6.67,5,6.67,#N/A
8925,V,POTENTIAL,0,1.23,3.97,#N/A,#N/A,#N/A,5,5,5,#N/A
8926,V,POTENTIAL,0,1.04,3.99,#N/A,#N/A,#N/A,5,5,5,#N/A
8927,V,POTENTIAL,0,1.06,3.97,#N/A,#N/A,#N/A,5,4.67,5.67,#N/A
8928,IV,HIGH POTENTIAL,0,1.26,3.93,1,56,2,5.67,4.67,5,#N/A
8929,V,POTENTIAL,0,0.49,3.45,0,1,48,6,6,6,#N/A
8930,VI,POTENTIAL,0,1.2,3.75,0,7,22,3.67,4,4.33,#N/A
8931,,POTENTIAL,0,0.91,2.87,#N/A,#N/A,#N/A,5.67,6,6,#N/A
8932,VI,POTENTIAL,0,1.41,3.74,0,3,100,6,6,6,#N/A
8933,V,POTENTIAL,0,0.2,2.51,#N/A,#N/A,#N/A,5,3.33,5,#N/A
8934,IV,POTENTIAL,0,1.03,3.53,#N/A,#N/A,#N/A,5,4.33,5,#N/A
8935,IV,POTENTIAL,0,0.8,2.55,#N/A,#N/A,#N/A,4.67,4,4.67,#N/A
8936,III,POTENTIAL,0,1.44,3.9,#N/A,#N/A,#N/A,4.33,3.33,6.33,#N/A
8937,V,POTENTIAL,0,1.32,4.14,0,1,0,4.67,2,6,#N/A
8938,V,POTENTIAL,0,1.49,3.56,0,1,2,5,4,5,#N/A
8939,VI,POTENTIAL,0,1.02,3.98,0,3,181,7,6,6.67,#N/A
8940,VI,POTENTIAL,0,0.78,3.64,0,6,211,6.33,7,6.33,#N/A
8941,VII,POTENTIAL,0,0.45,3.06,#N/A,#N/A,#N/A,6,6,6.33,#N/A
8942,VII,POTENTIAL,0,0.53,2.59,#N/A,#N/A,#N/A,5.33,4,5,#N/A
8943,VI,POTENTIAL,0,1.56,3.54,0,134,17,5.67,7,6.33,#N/A
8944,III,POTENTIAL,0,1.32,4.45,#N/A,#N/A,#N/A,6,6,6,#N/A
8945,IV,POTENTIAL,0,1.24,3.37,0,1,0,5,4.33,5.67,#N/A
8946,V,POTENTIAL,0,0.9,3.9,#N/A,#N/A,#N/A,4.33,4,4.67,#N/A
8947,V,POTENTIAL,0,1.51,3.98,#N/A,#N/A,#N/A,5,4,5.67,#N/A
8948,VII,POTENTIAL,0,1.03,3.34,#N/A,#N/A,#N/A,4.67,3.33,5,#N/A
8949,V,POTENTIAL,0,0.75,3.31,2,45,6,5,5,5,#N/A
8950,V,POTENTIAL,0,0.29,2.72,2,31,9,5,4,5,#N/A
8951,VI,POTENTIAL,0,0.64,3.63,1,4,53,6.33,4.33,7,#N/A
8952,VI,POTENTIAL,0,0.99,3.72,3,34,13,5,4.67,6,#N/A
8953,IV,POTENTIAL,0,0.87,3.08,0,3,49,4.67,4,5,#N/A
8954,IV,POTENTIAL,0,1.25,4.02,0,7,45,5,3.67,5,#N/A
8955,VI,POTENTIAL,0,1.13,3.24,0,6,33,4.67,4.33,5,#N/A
8956,V,POTENTIAL,0,0.42,3.12,0,0,61,5,5,5,#N/A
8957,V,HIGH POTENTIAL,0,1.53,3.76,0,0,65,6.67,7,7,#N/A
8958,IV,POTENTIAL,0,1.43,4.53,0,0,5,5,4,5,96.1
8959,VI,POTENTIAL,0,0.58,2.91,#N/A,#N/A,#N/A,6.33,7,6.67,#N/A
8960,VI,POTENTIAL,0,1.49,4.06,#N/A,#N/A,#N/A,5,2.33,6,#N/A
8961,IV,POTENTIAL,0,1.41,3.78,0,0,2,7,4,7,#N/A
8962,V,POTENTIAL,0,0.95,3.04,#N/A,#N/A,#N/A,5,4.33,5.33,#N/A
8963,VI,POTENTIAL,0,0.91,3.73,0,0,4,7,5.67,6,#N/A
8964,VII,POTENTIAL,0,0.33,2.37,#N/A,#N/A,#N/A,6.33,5,6.33,#N/A
8965,V,POTENTIAL,0,0.83,2.88,#N/A,#N/A,#N/A,5.67,4,5,#N/A
8966,V,POTENTIAL,0,1.57,3.86,#N/A,#N/A,#N/A,6,4,7,#N/A
8967,IV,POTENTIAL,0,2,4.17,#N/A,#N/A,#N/A,6,7,7,#N/A
